,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class_edible
67,100.0,60.0,33.333333333333336,11.11111111111111,0.0,12.5,0.0,0.0,100.0,36.36363636363637,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,12.5,0.0,16.666666666666668,0
68,100.0,0.0,33.333333333333336,11.11111111111111,0.0,12.5,0.0,0.0,100.0,36.36363636363637,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.666666666666668,0
69,100.0,0.0,66.66666666666667,33.33333333333333,100.0,37.5,0.0,0.0,0.0,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,60.0,0.0,0
70,100.0,60.0,66.66666666666667,11.11111111111111,0.0,25.0,0.0,100.0,0.0,27.272727272727273,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,60.0,50.0,0
71,100.0,20.0,33.333333333333336,22.22222222222222,0.0,25.0,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,33.333333333333336,0
72,100.0,60.0,66.66666666666667,11.11111111111111,0.0,25.0,0.0,100.0,0.0,36.36363636363637,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,60.0,50.0,0
73,100.0,0.0,33.333333333333336,0.0,0.0,12.5,0.0,0.0,100.0,27.272727272727273,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0
74,100.0,20.0,0.0,11.11111111111111,0.0,12.5,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0
75,100.0,60.0,0.0,11.11111111111111,0.0,25.0,0.0,100.0,0.0,27.272727272727273,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,60.0,50.0,0
76,100.0,0.0,0.0,22.22222222222222,0.0,25.0,0.0,100.0,0.0,9.090909090909092,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,50.0,0
77,100.0,60.0,33.333333333333336,0.0,0.0,25.0,0.0,0.0,100.0,27.272727272727273,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,12.5,80.0,66.66666666666667,0
78,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,60.0,0.0,1
79,100.0,60.0,33.333333333333336,0.0,0.0,12.5,0.0,0.0,100.0,9.090909090909092,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,12.5,80.0,16.666666666666668,0
80,100.0,0.0,0.0,0.0,100.0,37.5,0.0,100.0,100.0,0.0,100.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,25.0,12.5,0.0,16.666666666666668,0
81,0.0,0.0,33.333333333333336,22.22222222222222,0.0,0.0,0.0,0.0,0.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,1
82,100.0,60.0,66.66666666666667,33.33333333333333,100.0,37.5,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,80.0,0.0,0
83,100.0,0.0,66.66666666666667,33.33333333333333,100.0,37.5,0.0,100.0,100.0,9.090909090909092,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,0.0,16.666666666666668,0
84,100.0,0.0,33.333333333333336,11.11111111111111,0.0,25.0,0.0,0.0,100.0,36.36363636363637,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0
85,100.0,0.0,0.0,0.0,100.0,37.5,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.666666666666668,0
86,100.0,20.0,0.0,22.22222222222222,0.0,12.5,0.0,0.0,100.0,36.36363636363637,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0
87,100.0,0.0,0.0,22.22222222222222,0.0,25.0,0.0,0.0,100.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,16.666666666666668,0
88,100.0,60.0,33.333333333333336,0.0,0.0,25.0,0.0,0.0,100.0,36.36363636363637,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,16.666666666666668,0
89,100.0,40.0,66.66666666666667,0.0,100.0,37.5,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,60.0,0.0,0
90,100.0,0.0,66.66666666666667,0.0,100.0,37.5,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,80.0,0.0,0
91,100.0,20.0,0.0,22.22222222222222,0.0,25.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0
92,100.0,0.0,33.333333333333336,11.11111111111111,0.0,12.5,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0
93,100.0,0.0,33.333333333333336,11.11111111111111,0.0,25.0,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.333333333333336,0
94,100.0,0.0,0.0,0.0,100.0,37.5,0.0,100.0,100.0,9.090909090909092,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,40.0,16.666666666666668,0
95,100.0,0.0,0.0,22.22222222222222,0.0,12.5,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,16.666666666666668,0
96,100.0,60.0,33.333333333333336,0.0,0.0,25.0,0.0,0.0,100.0,27.272727272727273,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,12.5,0.0,16.666666666666668,0
97,100.0,0.0,0.0,11.11111111111111,0.0,12.5,0.0,0.0,100.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.666666666666668,0
98,100.0,20.0,0.0,22.22222222222222,0.0,12.5,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,16.666666666666668,0
99,100.0,0.0,33.333333333333336,22.22222222222222,0.0,12.5,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0
100,100.0,0.0,66.66666666666667,0.0,100.0,37.5,0.0,100.0,100.0,27.272727272727273,100.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.666666666666668,0
101,100.0,20.0,0.0,11.11111111111111,0.0,25.0,0.0,0.0,100.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.666666666666668,0
102,100.0,60.0,33.333333333333336,11.11111111111111,0.0,25.0,0.0,0.0,100.0,36.36363636363637,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,12.5,0.0,16.666666666666668,0
103,100.0,0.0,33.333333333333336,11.11111111111111,0.0,12.5,0.0,0.0,100.0,9.090909090909092,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,66.66666666666667,0
104,100.0,20.0,33.333333333333336,22.22222222222222,0.0,25.0,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,20.0,16.666666666666668,0
105,100.0,0.0,33.333333333333336,11.11111111111111,0.0,12.5,0.0,0.0,100.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.333333333333336,0
106,100.0,0.0,33.333333333333336,11.11111111111111,0.0,12.5,0.0,0.0,100.0,36.36363636363637,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,12.5,80.0,16.666666666666668,0
107,100.0,20.0,33.333333333333336,22.22222222222222,0.0,25.0,0.0,0.0,100.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0
108,100.0,20.0,33.333333333333336,22.22222222222222,0.0,12.5,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,33.333333333333336,0
109,100.0,0.0,0.0,11.11111111111111,0.0,12.5,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.333333333333336,0
110,100.0,0.0,0.0,11.11111111111111,0.0,25.0,0.0,0.0,100.0,36.36363636363637,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.666666666666668,0
111,100.0,40.0,66.66666666666667,33.33333333333333,100.0,37.5,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
112,100.0,0.0,66.66666666666667,22.22222222222222,0.0,12.5,0.0,100.0,0.0,36.36363636363637,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,50.0,0
113,100.0,0.0,0.0,11.11111111111111,0.0,12.5,0.0,0.0,100.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.333333333333336,0
114,0.0,0.0,33.333333333333336,22.22222222222222,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,60.0,0.0,1
115,100.0,0.0,33.333333333333336,11.11111111111111,0.0,25.0,0.0,0.0,100.0,27.272727272727273,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,12.5,0.0,16.666666666666668,0
116,100.0,40.0,66.66666666666667,33.33333333333333,100.0,37.5,0.0,0.0,0.0,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,80.0,0.0,0
117,100.0,0.0,33.333333333333336,11.11111111111111,0.0,25.0,0.0,0.0,100.0,36.36363636363637,0.0,75.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,80.0,16.666666666666668,0
118,100.0,0.0,0.0,11.11111111111111,0.0,25.0,0.0,100.0,0.0,27.272727272727273,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,50.0,0
119,100.0,40.0,66.66666666666667,0.0,100.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,80.0,0.0,0
120,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.666666666666668,1
121,100.0,0.0,33.333333333333336,22.22222222222222,0.0,12.5,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,20.0,33.333333333333336,0
122,0.0,60.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.666666666666668,1
123,100.0,60.0,0.0,33.33333333333333,100.0,37.5,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,40.0,16.666666666666668,0
124,100.0,0.0,0.0,11.11111111111111,0.0,25.0,0.0,0.0,100.0,18.181818181818183,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,33.333333333333336,0
125,100.0,0.0,0.0,22.22222222222222,100.0,37.5,0.0,100.0,100.0,9.090909090909092,100.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,25.0,0.0,0.0,16.666666666666668,0
126,100.0,20.0,0.0,11.11111111111111,0.0,12.5,0.0,0.0,100.0,36.36363636363637,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,20.0,16.666666666666668,0
127,100.0,60.0,66.66666666666667,33.33333333333333,100.0,37.5,0.0,100.0,100.0,45.45454545454546,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,40.0,16.666666666666668,0
128,100.0,0.0,0.0,22.22222222222222,0.0,25.0,0.0,0.0,100.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.666666666666668,0
129,100.0,20.0,0.0,22.22222222222222,0.0,25.0,0.0,0.0,100.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,33.333333333333336,0
130,100.0,20.0,0.0,22.22222222222222,0.0,25.0,0.0,0.0,100.0,36.36363636363637,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,16.666666666666668,0
